gameid,username,rating
245,prosto_shrek,0
245,ifvbkm,0
245,vitalikuk,0
245,Ingwarus,0
245,ConstaFun,0
245,NIKVIPER,0
245,EndSlend,0
245,arevenko,0
245,Alinom65382,0
245,RemakerID,0
245,Kaktus98,0
245,EnlyAlp,0
245,iXTooRu,0
245,upyachka,0
245,Vigoabroad,0
245,Abuksigun,0
245,Waldhof,0
245,redanol,3
245,Metalabi,0
245,Hehnice,0
245,Izmailov,0
245,ComradNo13,0
245,AlexDi0109,0
245,Boris_Shepard,0
245,Fjord_volk,0
245,TinoV92,0
245,blizardi,0
245,UFIR,0
245,Hornwerk,0
245,Uncrowned,0
245,Guntick,0
245,Sebbble,0
245,synt,0
245,dkmattew,0
245,makverg,0
245,fedak2,0
245,Manjomero,0
245,HanFel,0
245,Sergeysk2,0
245,LVik2206,0
245,Puppapappa,4
245,WRGus,0
245,lexter77,0
245,Snow_L1on,0
245,chever,0
245,Balagur,3
245,Droyan,0
245,sapolreh,0
245,Liberast,0
245,Alexeushka,1
245,HanzoHasashi90,0
245,Dreatrea,1
245,Sama_Samsa,0
245,Robin777,0
245,Anill-Sarkya96,1
245,w32mydoom,0
245,E-ballWasVRout,0
245,FixerReaper,0
245,HeIllusium,1
245,Dierex777,0
245,darder,0
245,Alieni92,0
245,KobieNikka,1
245,Devestuar,0
245,LolKekKek,0
245,Scobar,0
245,EugeneGaer,0
245,Akhrameev,0
245,rpr1,0
245,matflap,0
245,mrmanniac,0
245,Tipos,0
245,kober13,0
245,AlexWoods,0
245,AINZAAAA,0
245,Maneture,0
245,Azganush,0
245,Abebable,4
245,johnnymoons,0
245,Steve95,0
245,Eztly,1
245,Batareykin,2
245,Svhder5,2
245,Kazuhiro,0
245,Lopinda,1
245,zeablickester,0
245,RagnarGardarika,2
245,Tiras,0
245,Markoz,0
245,AlexanderWagner,0
245,SykaBlyat,0
245,Kuzkina_Mat,0
245,Polimi,0
245,Arcatera,0
245,smaliav,0
245,Carlos2k4K,0
245,gogoago,0
245,FuleFeed,0
245,jagokihih,0
245,Fullresident,0
245,GeraiN,0
245,Renewal,0
245,gh215,0
245,demanius13,0
245,Exar92,1
245,Boaz,0
245,Kirillfill11,0
245,JRed,0
245,vitalia-80,0
245,inoks,0
245,arsenii_152,0
245,maxibonino,0
245,ignorant_savage,0
245,lebigmac21,1
245,shadow_mdk,0
245,Sorki,1
245,Nilarium,0
245,Sems76,0
245,HrDevous,0
245,PizzaCatty,0
245,sem0707,0
245,1A1n1d1y1,0
245,Neill1983,0
245,W00dy87,0
245,Leprozoriq,0
245,EGORpoint555,0
245,712FELIX,1
245,XAKER4,0
245,Zombozayac,0
245,Halsband,0
245,activa,0
245,Seryonti,0
245,Veldr,0
245,Ovior,0
245,Lanak777,0
245,monaxli,0
245,ShowofIdiots,0
245,oBeSeMoDeo,0
245,stoppropaganda,0
245,Agil342,0
245,Dipdatdoenut,4
245,Viper2jz,2
245,mnogokotin,0
245,Maxibank,0
245,EquesTenebra,0
245,Kargarod,0
245,Exela,0
245,Fck,0
245,khajjdarzaripov,0
245,La_Lk_Aa_222888,0
245,Mr_Gex,0
245,SanyaHill,0
245,Dkfjebevdvve,0
245,Aegon_51,0
245,KARF4GEN,1
245,shoveler,2
245,sentoz,1
245,Gehsdhhd,0
245,Shersh,1
245,YummyMushroom,3
245,Mazter,0
245,Forwaider,0
245,uruss,0
245,Hadven92,0
245,Lapusyandr,1
245,Huev,0
245,Sam9861,1
245,Wintrmute,0
245,octor4,0
245,anna8787,0
245,JakeDaGhost,0
245,hiperriper,0
245,Slafer,0
245,epiphone1275,1
245,Egorka,0
245,3dever,0
245,EvilRussian_2,0
245,MarcusM,0
245,Orange_Lemur,0
245,KRAKEN77ONE77,0
245,BaldMaster,0
245,overgear,0
245,alejotorresmani,0
245,Archeree,0
245,UNGACHAKA,0
245,KOSMODONG,0
245,JS1nK,0
245,JeremihArt,0
245,DougVanloon,0
245,wolfone,0
245,stalkersGrip,0
245,dude_01,0
245,Refihero,0
245,AndreyTok,0
245,Ahmed17,1
245,MinGaz,0
245,1ncognito,0
245,Graiverus,0
245,Anton3315,0
245,osmaw,0
245,dbr99,0
245,Deceive,0
245,OstrichCorpse,0
245,Russian_Guy,0
245,u1tras,0
245,JetFireWWS,0
245,private1,0
245,MamkaAdmina,4
245,Webmaster,0
245,lorenze,2
245,Hiris,0
245,Generalov03,0
245,dodesko,0
245,ZaecSkorostrel,4
245,Mitya64,0
245,Sharornir,1
245,Russian_Jok8r,1
245,Ghoster,0
245,gh06ty,1
245,MrReem,0
245,Gray_Moral,0
245,IBazilevs,0
245,Dei34,1
245,burov4j,0
245,verysimplenick,0
245,Night_Fellow,0
245,Samiygeiskiygay,0
245,nzy,0
245,Sowerex,0
245,andyche,0
245,russianbadguy,0
245,Cancele,0
245,Mikikus,0
245,Dana_banana,0
245,Deirun,0
245,darkistorrik,2
245,Headcase1001,3
245,MeDuB,0
245,KnightForce,0
245,Cnapm,0
245,dmitriyxx,0
245,zack163,0
245,Whiteomin,0
245,Caerleon,4
245,Casper_Broox,0
245,JosephHess,0
245,kostyasbg88,0
245,Sergey422,0
245,Dava,0
245,BRSMNSTR,0
245,Terevierra,0
245,foma7,0
245,Ov3RR,0
245,etodave,0
245,1Qaz2wsx,1
245,ALEXANDIIIR,0
245,WatchYourStatus,0
245,jessyvoughn,0
245,stas_viv,0
245,Jaff_Hooman,0
245,bloodzigger,0
245,TroyK,0
245,IIpoHy6,0
245,Abahsbsjso,0
245,Dietrich_,1
245,Kepchuck,3
245,FrostormNidhegg,1
245,Pacucm,1
245,Akame6911,0
245,Jojodio,0
245,Domovenok,0
245,freshxmp3,0
245,Galvaneez,1
245,J-12,0
245,prit-63,0
245,pA1N,0
245,Bellun,0
245,raftalia,0
245,icecold9911,0
245,M4DISON_V,0
245,Duckssupplier,0
245,SuperGhost,0
245,Imparik,0
245,tvoiNighmare,0
245,FixSP,0
245,ssagall,0
245,Ramzes82,0
245,Senechka,0
245,Duckers_McQuack,0
245,hiddthreat,0
245,RussianReaper,0
245,Ivanes,0
245,le_Gion,0
245,KoIN,0
245,Maxff,0
245,spherelenysh,5
245,DarioValor,0
245,Androuser,0
245,Varlord,0
245,DoctorDen,1
245,dirtypop1989,0
245,Fennecaust,0
245,John_Wick18,0
245,HotSatan,0
245,Lariii,1
245,Springl911,0
245,Cwim,0
245,rashid12,0
245,Vizantiyec,0
245,Simplewolf,0
245,Russmetacritic,0
245,Lol2,0
245,Gimas,0
245,SlavqawOw,0
245,Xomyax,0
245,Dencha_bro,0
245,barawekek,0
245,Boris34,0
245,Jackpot_777,0
245,ZoMBPM,0
245,MarksonTheDevil,3
245,AbdulovIS,0
245,Serzyk,0
245,lordtort,0
245,dms_welcome,0
245,WhiteKanye,2
245,andyone,0
245,Fr0sty2K,4
245,GrindGore,0
245,Zimorka,0
245,DenvilLV,0
245,John_Ross,0
245,hulinada25,0
245,345-9876,0
245,KONUNG26rus,0
245,maldos,0
245,BlackWarrior,0
245,COD_GOBH0,0
245,Valuable,0
245,VJIaDiMiR,0
245,TODDpwnz,0
245,russianJ-12,0
245,PavlovNS,0
245,Astler,0
245,code23rus,0
245,mccatim19,0
245,mrredmanthree,0
245,Kasatka76,2
245,mart777,0
245,Sasd101qS,0
245,Jeremylamb12,0
245,gik3614,0
245,wigclyne,4
245,bl4ckseed,0
245,Hekamasta,2
245,Quinto,0
245,Lazar148,0
245,Alex_D_7sk,0
245,AngryParsley24,0
245,sosotat123,0
245,slezkin23,0
245,StopRussophobia,0
245,grey-pydel,3
245,Shallcree,1
245,mikhrus,0
245,Asdeni,0
245,Roksi01,0
245,Constellate,1
245,PeJack,0
245,Trudnui,0
245,MetaAlien,0
245,Yourass,0
245,Zyomich,0
245,Catmad,0
245,KaiMir,1
245,swd3e2,0
245,Krystal77799,0
245,nikiwoodz,1
245,Sergeant199,0
245,Tiboro,1
245,Threate,0
245,russoturisto,0
245,Berke28,0
245,SovanYT,3
245,amanita09,1
245,NamikBorec,0
245,MayOnaisse,0
245,Lanmash,0
245,Pasha_R_One,8
245,shnurmgn,0
245,Nikitos_Sen,0
245,Pavel1991,4
245,Struxey,0
245,MNEMENT,0
245,Colquhoun,0
245,LetwiEkZZZ,0
245,Hha1234,0
245,Felesh-Warrior,4
245,lrevlvedl,0
245,NKey_,0
245,Greiv,0
245,Legalize228,0
245,LexStyle,0
245,coped,0
245,AnoChronoS,0
245,Fisi2k19,0
245,FoldupJosh,0
245,SaintD,0
245,asaket228,1
245,BlackMikky15,0
245,Joshuae094,0
245,Sv1Er,0
245,Van4e3_WT,0
245,Govninjo,0
245,Nesk,0
245,Jmarinelli,0
245,dru748,0
245,Dontbuymw,0
245,Bulwin,0
245,SharkTPO,0
245,Nakerhouse,0
245,Dr_dorian9,2
245,vir23,0
245,petr39,0
245,Chocodile_dady,0
245,notangry,0
245,scarlet_harvest,0
245,Evrardus,0
245,Buchha86,0
245,Edwrdzart,0
245,Vladimir0407,0
245,RASEL563,1
245,UniversePC,0
245,VityaSchel,0
245,jesseclark,0
245,Graysnow,0
245,JawsManRU,1
245,Bel0k,0
245,Lord_Garden,0
245,Rikiti_kitavi,1
245,CrossX03,0
245,Aeshoraz,0
245,koluas574,0
245,stonpaun,0
245,Fufik2000,0
245,MostOL,0
245,Rockstar80,0
245,Gasolineerty,0
245,Delz,0
245,HekuT,0
245,Stasiii,0
245,Simon1990,0
245,VladG7,0
245,am01533nk0,0
245,alexelephante,0
245,Sean223,0
245,Turbodowg,3
245,AlexanderMix,1
245,SouLCollector,1
245,White_Bear,1
245,Geteros,1
245,Kabanbratan,1
245,siferot,0
245,mikeycannon,4
245,Mambasa,0
245,SergeyOhm,0
245,SADRDSG,0
245,CrackedIce,0
245,Savoykin,0
245,J12,0
245,User196,0
245,Doof_Ex_Machina,0
245,mbelizec,0
245,Maxim3327,0
245,Frishir,0
245,artyrdv,0
245,kirill_raven,0
245,Oppie,4
245,PerroniQuins,0
245,PSIX,0
245,York_e,0
245,TheFedrock,0
245,expande7,0
245,Jadu,0
245,el_georgio,0
245,Silent_Runner,0
245,nerozero,0
245,bes11kom,1
245,olegchir,3
245,valinakhov,0
245,AceVenturra,0
245,SilverFear,1
245,kenal,1
245,SJI_man,0
245,Zer0C00l,3
245,CarlosFCSM,0
245,ortigr,0
245,Eibon,1
245,borsh1k,0
245,RedCatFat,0
245,shkedked,0
245,QSquirreld,0
245,Lirik,0
245,Viktorrr,1
245,Zoda,0
245,RilanoR,0
245,KaVaKa2804,0
245,BlueFox227,0
245,criticmrjames,0
245,Christon553,1
245,artem74-1,0
245,SASHYL1,0
245,AntiochIV,1
245,SamuraiJapan,1
245,Kolin222,0
245,apolloncheb,0
245,Scouts-madesi,1
245,LCVL16,0
245,MIKEDM1,0
245,Irina-,0
245,Morfling,0
245,rumblerock,0
245,OtaryRegaki,1
245,ElForastero,0
245,GrayKos94,0
245,MaksimFad,0
245,noirdream,1
245,glebpirat23,0
245,Xx_Ares_xX,0
245,IGOREK16,0
245,LUGDASH,0
245,Poka,0
245,FDI,0
245,Leon1001,0
245,krestnuy1,0
245,Ramon21,0
245,Proton45,0
245,slmaster48,0
245,lavige777,1
245,Bitok85,0
245,Wartl0ne,0
245,Mdarkness,0
245,Voodoo30032001,0
245,zutyn,0
245,Danzel,0
245,typojonok,2
245,sevladus,0
245,Yohaaaaaaaaaaaa,1
245,phsm27,0
245,lisgis,0
245,MeheneT,1
245,Maxx132,0
245,Bryuvlar,1
245,Sjw-remover,4
245,Ebislav,0
245,Figaks,0
245,Sahadrot0222473,0
245,aquilonix,0
245,Michael_One,0
245,eXeTerm,0
245,Ezekiel_Abaddon,0
245,Sergo_Nik,1
245,Nexux,0
245,Maximmortalis,0
245,Rewud,0
245,KliverAK,0
245,Genriyou,0
245,alikk,1
245,Pablo2107,1
245,alva2705,0
245,FeoDS,0
245,overflow,2
245,Kalashnikovich,4
245,Obscureman,1
245,DCLTetis,0
245,RusRusGamer,0
245,Sharkfinsoup,0
245,SeWeN,0
245,Burnsidein,0
245,AlexGalin,0
245,sunandmoon_kin,0
245,noisecore,2
245,Erfan94,3
245,ZerX,1
245,HuananZhi,3
245,levno,1
245,OlegKo,2
245,Banex,1
245,nawken,0
245,asd123sd,0
245,grizgun,0
245,Mike987,0
245,Cratos,2
245,agoshkinviktor,1
245,TuPrimaOP,1
245,Markus_666,0
245,Nicnac,0
245,D20,0
245,Ergishka,1
245,NorMaDMaN,1
245,THIS_IS_CAHEK,2
245,Agnisious,2
245,Cephe1,2
245,YegorKa,0
245,Egorasik,0
245,Cracklerl,0
245,Kittydogg,0
245,Indaous,0
245,Elskas,0
245,toisen,0
245,MIni_Rem,0
245,Den3D,0
245,OtherEU,1
245,Alokin1337,0
245,Schteinbrenner,1
245,RuthlessLogan,2
245,Steinkopf,0
245,Salusa,0
245,Sub0NT,0
245,IoannPopov,0
245,FragSinus,4
245,ToninoPy,0
245,di_mon3000,0
245,Xelafou,10
245,t3tolik,10
245,Farigol-lo,8
245,Arsenn,10
245,UnionSpring,10
245,praveen_gp,10
245,mahone113,10
245,Truth-over-lies,10
245,beanbean57,10
245,Aragornser,6
245,MaxGirth,8
245,Czy,10
245,drozdvadym,10
245,hooligan123,9
245,Im50Tyson402,10
245,Evgen92,10
245,Mikolass,10
245,PutinHuylo,10
245,Andrew_UA,10
245,G_Lock,10
245,Pro3ik,9
245,ziaccot,8
245,AriFerrari05,8
245,Deamon,8
245,inquisitor2288,10
245,TheTurtleGuy,9
245,XFalpha,0
245,EIIsworth,1
245,Yatama,0
245,xaron123,10
245,PindosyGavno,0
245,Ginomad,10
245,Ramrod,0
245,Vidisel,10
245,lostsol,0
245,PepeTheGod,3
245,Catloop,3
245,anticraz,3
245,Jackson1995,0
245,greg555,1
245,brick_sledge,0
245,jag881,3
245,Fox2408,0
245,tito_juan99,0
245,qazibhai,0
245,iGoodvibz,9
245,Corpse0,10
245,premium_sauce,10
245,TJBulger,9
245,Cleiton110,10
245,cheretkes,10
245,Darasolod,10
245,vahona,0
245,feodosian,10
245,Lcplmerica,10
245,jesperolsson010,8
245,Iamsupermen,10
245,Brackell3,0
245,Mukolajko,10
245,skolopendra,10
245,Nick_Usov,10
245,BerkOkten,5
245,A55NADO69,10
245,Lalahvsu,10
245,SSPkrolik,10
245,OlehLeo,10
245,Nofake,9
245,Nav86,10
245,Erion4ik,10
245,coffi,0
245,screwactivision,0
245,Hireshade,10
245,Jojo78850,1
245,Jamal1234,10
245,Sanqaza,10
245,Speakeroman,10
245,Lordw,10
245,ZenT,10
245,ABiasedReview,10
245,PREDATORRCA,7
245,Redymare,8
245,Nero_Kyu,10
245,Pedro_gamer,10
245,locomachine,10
245,EnormusCockus,9
245,nekatsap,10
245,Ebaka,10
245,MaTro,10
245,AlexMCMXXCV,10
245,BloopyBalderino,10
245,tank_transportr,10
245,Maximillionare,10
245,Bytron08,10
245,kuchenkoe,0
245,porest,10
245,easy63,10
245,Menter,10
245,Timuchin9,0
245,Barcelonovec,0
245,IIIAHMIII,0
245,NikKit,0
245,Martir,1
245,Ri2xdle,0
245,Elay,0
245,DeDnY,0
245,Trillipyt,0
245,Wizardoc,0
245,dohtor,0
245,caiobarcelos,2
245,Avadan,0
245,Loalqqq,0
245,aragil,10
245,Arashabac,10
245,chutang,10
245,artas14,10
245,TheAlienCantina,9
245,Kahton,5
245,Olich_BAD,0
245,snufkin,9
245,1feelg00d,0
245,Evene174,1
245,SXRON,0
245,Listn2MyOpinion,1
245,Paster58,0
245,hikkahuikka,0
245,alukardxx,0
245,Amfly,0
245,Psyxas,0
245,Verromikond,2
245,K-in-Dza-Dz-A,0
245,Nikolay777,0
245,Shathrax,0
245,St4rl1n3,0
245,AngryPantsUK,0
245,Aguilar63,0
245,Attilla,0
245,ZeRRo,0
245,NyashXomak,0
245,shzt93,0
245,Don_Tester,0
245,Warshander,0
245,glutamate-boy,0
245,cdvp,10
245,Revelation22v13,7
245,romahuti2,10
245,aderpaderp,9
245,abramovi4,10
245,Greek_jr,10
245,sabicad,10
245,VasylSadovyy,10
245,DarkShadowBR12,10
245,toonvanc,5
245,Erik_Volkov,10
245,elbiosRC,9
245,Olehceed,10
245,Golden_Fox79,10
245,PaulRe,10
245,Belimbelo,10
245,lucas_j,9
245,DoggoWiFi,8
245,CMR,10
245,Mrprice1985,10
245,ViktorM78,10
245,MrBubbllles,2
245,prishedko,10
245,oksan,10
245,Erraendil,10
245,NightsoulShadow,10
245,eSKAone,10
245,Redco,10
245,Megaboss,10
245,EpicGamerMan,8
245,Ordos,10
245,mort666,8
245,Ajaxsis,10
245,Sinkyy,10
245,TruepocCC-12,10
245,Gniewkowest,9
245,aaktaev,10
245,LastSiTi,10
245,kuzmichbodya,10
245,Said5969,10
245,yvt,10
245,BellKenZii,10
245,juankunder,10
245,ostapblender,10
245,krupet,10
245,SilentMajority,10
245,JermVVarfare,10
245,sadroddin,10
245,danlad10,9
245,P1usheg,0
245,Saltarian,10
245,Koba01,10
245,ufocore,0
245,qousauitt,0
245,WurHunter2,0
245,RazpezdalVMF,0
245,etozhestas,0
245,Babaou,0
245,Joker64rus,0
245,Hidra,0
245,teweesp,0
245,Moonarrow,10
245,finetech,0
245,FckInfinityWard,0
245,rimlen45,0
245,maximilyn,0
245,IFYM,10
245,c0m,10
245,Velker,10
245,ReiFong,9
245,unpqwer,0
245,Abelas,9
245,EvilRussianIvan,0
245,iloginsd,10
245,killtherussias,10
245,Swyst,10
245,Mitnagibator,10
245,Punch,10
245,MetaUser12,10
245,Rapid_Ranger,10
245,Vyachek,10
245,Barbizon,10
245,Pashu1289,10
245,LA307,10
245,Heo,0
245,Saduke,10
245,Jugmonkey,10
245,Insenseble,1
245,Gordin98,8
245,Atkinsonjack,10
245,dedod,10
245,ArcyicFox,10
245,Svtln,10
245,MadWasp79,10
245,uz44,10
245,ricco3666,10
245,Dangamer,9
245,mohammadwasei,10
245,Shadani,10
245,Zynchak,10
245,Forcer,10
245,MyNameIsJEFF,6
245,Zakis1991,0
245,Shamsirov,10
245,CuFeS2,10
245,4kmeti,10
245,Maxxxxxx,10
245,TheCanucklehead,6
245,avatarko,10
245,Nocliper,10
245,Mrdgrayiii,10
245,Whiskeyjack1980,10
245,frutik,10
245,arut_adamyan,10
245,BDice42,10
245,Freyana,10
245,lipefleming,10
245,Rainger558,8
245,mikaelh,10
245,Esteban1,10
245,Freebird1984,10
245,Stepalex,10
245,Pgpiano84,10
245,DareDevill82,10
245,Bryce2199,9
245,Hitlos,10
245,PerkeleUA,10
245,neodistinct,10
245,Tonakien,10
245,MrKOMan,0
245,Hammer40,0
245,Timmi00,0
245,samidara,0
245,iDm1,0
245,richan,3
245,Kirill_Pidr,0
245,Kolcha,1
245,Stan37FS,1
245,mothes1987,1
245,hitcht,0
245,asimonenkov,0
245,Sc0rPs,1
245,Legenda_,10
245,Radec,0
245,SanchoKrancho,0
245,Jnav509,9
245,ZEPPELINFLOYD,10
245,BrenBlaze,9
245,Chester48123,10
245,ZeroLink,10
245,Troopertk409,10
245,Xus1995,10
245,jigsawm00,10
245,zysylcheg,10
245,James_62,7
245,balodza,10
245,GothBf,8
245,yuretsz,10
245,BassPanda_Di,10
245,mr_mate23,8
245,Luisfarias334,8
245,andben215,10
245,inaluk,10
245,RaukoLord,10
245,Xz_Fusion_zX,10
245,taeastex,10
245,MeloiPT,10
245,putin_vor,10
245,eXce1z0r,10
245,SlushieGamerYT,8
245,HallOfGame,9
245,TheRealBigG187,10
245,Sushimakanushi,10
245,Panaves,10
245,cplcupcakes,9
245,Hamster80,0
245,Kryss_Everson,0
245,tuhoaja,0
245,Pups,0
245,jeanolvra,10
245,DrudolfDatler,10
245,onpulllok,10
245,mikeyyy175,10
245,Cherevan,10
245,annetka,10
245,themistercrab,10
245,Lightning-UA,10
245,I-Leeroy,10
245,NoobyNot,10
245,Stefnr1,10
245,BaDTarget,10
245,DJhotabich,10
245,REZAKOJIMAFF,10
245,r0mk1n,10
245,Mops,9
245,RUSSORUB,10
245,aafballer,10
245,Toni_Bamboni,0
245,GeniusDJs,1
245,Mullerus,0
245,Yngvarr,0
245,Ersanov,0
245,SnailDazz,1
245,Nekrod19rus,1
245,DPblX043,0
245,realKeKs,0
245,SnitchRUS66,0
245,der1s,0
245,damnedon,6
245,Maxim_Russian,1
245,Slavadroid,10
245,CaptainOHagan,10
245,Matheusjsj,10
245,itzflary,10
245,Ender_KRM,9
245,Jon1Million,10
245,RuslanS,10
245,CyBOPOB,6
245,OlegGazmanov,0
245,vibe64,0
245,IBAH_CIPKO,10
245,NIQUAIDER,10
245,BeardSL,10
245,Slaviy,9
245,Dwerrendelf,10
245,RAZIEL251,10
245,Veskalin,10
245,RDgeki4,10
245,UA2019,10
245,Nataliia,10
245,HamburgCity,0
245,intercooler7,0
245,AlexGuyUS,2
245,Vilgelm_Kh,10
245,GulliverFoil,10
245,Ukraine,10
245,Ap3x,10
245,Wolfkovich,10
245,XCram,10
245,Fazzfiver,9
245,InternetPerson1,10
245,GreyN,10
245,Trantham5_56,9
245,Lytosha,10
245,POPEST,0
245,Juhg6,0
245,Ilyassviel,10
245,DrummBumm,7
245,JudgementalDude,10
245,XWoods16X,0
245,Glinkus,10
245,ChuckNorrisOhNo,1
245,Zakarouz,3
245,Trensch,9
245,Toguro17,0
245,xzez,0
245,steeelo47,1
245,liam1995,0
245,jrt1012,9
245,yeeetet,0
245,Shadowsky101,0
245,matvuha,10
245,Asociety_,9
245,Mtsude,3
245,GlngerAle,8
245,CynicalRacc,3
245,SteelBallRun,0
245,veryskilledgame,0
245,Metalalchemist,0
245,venom211,0
245,Dantesleepy,0
245,IvanIvanovich93,0
245,LexFidelis,0
245,OptiMystik,0
245,CrazY_GopzeR,0
245,vlad782,1
245,GoinUp354,0
245,hashyl190,9
245,FillerName,0
245,Archer92,0
245,redwolf66,9
245,Christian-,4
245,zBode_,2
245,Kittybooze,0
245,Sky-Line___,8
245,Shikasan,0
245,Jrunco,0
245,yugunter,0
245,Sapkar01,0
245,Readyii,0
245,Daxterm,0
245,Cody45,9
245,Lavr666666,0
245,Btech_987,8
245,LifeHistory,0
245,mio_hatsyne,0
245,yagey,0
245,Fikilg,0
245,Sillo,0
245,SonyboyZ,0
245,Propograph,4
245,vadim1,0
245,Kazakowidze5903,0
245,gowendan,0
245,lvlansurio,1
245,Gor1945,0
245,EntreConsolas,10
245,JLybo9,7
245,LantisTheFirst,9
245,Doctor_Bombit,6
245,joycoma,0
245,SkillsMyCheat,10
245,Deminer,10
245,Andleus341,8
245,Space84rm,5
245,SamSlam69,10
245,diptanw,9
245,Solon,10
245,Hush07,8
245,Vercis,1
245,Woods0411,9
245,Funnyfcker,0
245,Ksepar8enator,10
245,WoxJ,10
245,Ctrl1138,7
245,JR_NZ1512,9
245,TheMildGamer,1
245,Saint-Fons,0
245,DontBuyIt,2
245,GamergodsFail,8
245,TrumpsAnOrange,10
245,p5harri59,9
245,ChadWarden,0
245,ma2s,5
245,FrazZe,4
245,JetbalanceTLT,2
245,weaguilera,0
245,Sephiroth667,1
245,Jvkalil,0
245,aziz007,0
245,tozztozzo,0
245,Andrewkochn,0
245,SleepKing,0
245,sds7777,0
245,Wheels90,2
245,Suhor,0
245,JolyGold,0
245,GooolD,0
245,paladinich,0
245,bartreligion,0
245,adekBaTeH,1
245,TheDailen,0
245,Dima12,0
245,Raconteur,0
245,Femwhite95,0
245,David5884,4
245,Rudy_Clark,0
245,denis281981,0
245,leche_paterna,0
245,sabfeer,0
245,SergKZN,0
245,petych,0
245,AdamYahno,0
245,MrRedMarsmallow,1
245,Hooksta,0
245,Chress,0
245,StasBareckiy,1
245,Lorenciano,1
245,Absolute1,1
245,PiLot_9001,1
245,Melnikot,0
245,Chezidek,0
245,Tridentam,1
245,ValeraYKT,0
245,Idontlikethis45,0
245,MAMAEVV,0
245,kidd0,0
245,Gnom,1
245,Darkiss,0
245,Username92,0
245,Tratil,0
245,Neonavt,0
245,Kndnba,1
245,Chepurduk,0
245,VictorVicious,0
245,Order_Project,1
245,ZamBeer,0
245,Nat_Blizzard,0
245,VladLakrua,0
245,Viperzx,10
245,Battora,0
245,eyeswatcher,0
245,NeNeChick,0
245,EluosiSteiner,0
245,Opexx28,0
245,Shteintv,0
245,xm4dn355x,0
245,Karts,0
245,Fenrir7,0
245,nainoman,0
245,devchaos,10
245,zokki694,0
245,BuJIJI,0
245,Zamess,0
245,icemachine,0
245,papulya,0
245,Serg_Nvrsk,0
245,jhondeer,0
245,Prokofiev,0
245,KingOfSea,0
245,Nick3,1
245,Shtaket,0
245,DMDeV,0
245,Lambda78965,0
245,Zefirka,0
245,Dimaja,0
245,Licherus,0
245,kuprumioalf,0
245,Voolmy,0
245,BlackStone117,0
245,Zomboz,0
245,Slavyanin69,0
245,Russianterakt,1
245,PyongyangBro,0
245,SCSI,0
245,D007,0
245,TULENb,0
245,Gnustb,0
245,HellionSoldier,1
245,AlexisMerttens,0
245,Slava_Ukraine,0
245,mrdemien,0
245,Yooemama,0
245,ZirikZero,0
245,Hakypka007,0
245,yarooze,0
245,kehofa,0
245,ltedas,0
245,VZ27,2
245,Gagetherage97,0
245,ArtemKuznetsov,0
245,Nerox,5
245,GreenSorrow,0
245,probably990,0
245,Cap_sparrow,0
245,Pew_Pew,0
245,Vit,2
245,MetallicHunter,1
245,gladiatorpwnz,1
245,jadizz,0
245,No_CoNnect,0
245,vasmanzzz,0
245,Welfegor,0
245,Ri4ardZ,0
245,co5mo,0
245,Kenzo313,0
245,sokolmax,0
245,mancrre,0
245,raindez2911,0
245,Alexdk,0
245,drgii,0
245,XchuppX,0
245,51scorp,0
245,sowingsadness,0
245,Byako,0
245,Gohax,7
245,Psy_pmP,1
245,RMX95,1
245,Polubmasu,1
245,qleric,0
245,BasedSnowman,0
245,Dauthi,0
245,Bribarian,3
245,deliri0us,0
245,FMW,2
245,Pegg,0
245,Mike48,0
245,OTODRALKIN,0
245,Alexnick85,0
245,USisevilampie,0
245,Chizzle10,0
245,Mdoubleyouhite,3
245,George-ak,10
245,Leagueisgay69,0
245,Bappo,10
245,karmael,0
245,Ansebi,0
245,Gavr_90RUS,0
245,jameswoo,0
245,Vld933,2
245,hatchery,1
245,JapanesePlayer,1
245,IlyaErmilov,1
245,Nekitych,1
245,Crazy_Dwarf,0
245,Prosperro42,0
245,Pavel_Zakharov,0
245,Sonostreble,0
245,rotoroto5,0
245,Kudry,0
245,EbonHawk,0
245,SeverZV,0
245,FleshAW,0
245,Eastrise_spb,0
245,osztrovszkij,0
245,Revis,1
245,Ivanofivan74,0
245,RusGame222,0
245,Stuart_jr,0
245,playrad0,0
245,Blagodetel,0
245,Lulllaby,0
245,alldust,0
245,Ivan1234567,0
245,Redbloodhead,0
245,vovalam3,0
245,jamespollock,0
245,xenony,0
245,COHOL,0
245,ToxicHunter,0
245,Gamerrr,1
245,RupoR,0
245,VieuxPete,0
245,RedactedIA,0
245,Kerbes,0
245,snoogans,0
245,Fanattic,0
245,edwas,0
245,sendrr,0
245,Ajiskia,0
245,Vizeris,1
245,Hersir,1
245,idi777,0
245,Dimonchik_Baton,0
245,ehabzubedat,0
245,Desgun_,0
245,Netrunner54,4
245,JurassicCreator,3
245,Sleepess,2
245,Beyondgamer,9
245,brauliorg,0
245,KerTis,0
245,Zetlok,0
245,Cdawg120304,9
245,Klaus_Kleeblatt,2
245,Blanco17,0
245,Fffhhh,0
245,Sah4r,0
245,Lightningtoad,4
245,triscolo01,0
245,DopeOilBaron,2
245,MWisgarbage,1
245,GoodGodd,2
245,Borisss,0
245,BestaCc,1
245,GameManAdvance,9
245,tweeting24j7,1
245,Saso4ek,0
245,jackzon,0
